ElevationAttribute,ElevationUnit,VolumeAttribute,VolumeUnit,VolumeDateTimeStamp,ElevationValue,VolumeValue,ReservoirInflowValue,ReservoirReleaseValue
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-05-28","4672.48","14723","122.058","98.8658"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-05-29","4672.61","14783","127.925","97.6754"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-05-30","4672.57","14765","120.685","129.76"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-05-31","4672.47","14718","105.701","129.397"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-01","4672.28","14630","85.5488","129.915"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-02","4672.1","14547","87.2825","129.128"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-03","4671.97","14487","72.3913","102.641"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-04","4672.01","14505","78.7162","69.6413"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-05","4672.15","14570","65.9837","33.2129"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-06","4672.26","14621","59.1387","33.4263"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-07","4672.28","14630","38.0879","33.5504"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-08","4672.28","14630","37.6446","37.6446"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-09","4672.24","14612","35.84","44.915"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-10","4672.22","14602","43.6821","48.7238"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-11","4672.14","14565","35.3792","54.0333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-12","4672.03","14515","32.0588","57.2671"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-13","4671.88","14445","29.6933","64.985"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-14","4671.73","14376","24.1846","58.9721"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-15","4671.54","14289","14.9667","58.8292"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-16","4671.36","14206","16.7467","58.5925"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-17","4671.13","14100","10.6283","64.07"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-18","4670.88","13986","11.5833","69.0583"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-19","4670.63","13871","10.8154","68.7946"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-20","4670.35","13744","5.36459","69.3938"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-21","4670.06","13612","3.74375","70.2937"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-22","4669.76","13475","2.41042","71.4812"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-23","4669.47","13344","7.67792","73.7237"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-24","4669.15","13199","4.91333","78.0175"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-25","4668.82","13050","9.62708","84.7479"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-26","4668.45","12884","6.61375","90.3054"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-27","4668.03","12696","6.89792","101.681"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-28","4667.59","12499","2.66583","101.987"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-29","4667.13","12295","5.67917","108.529"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-06-30","4666.67","12092","5.59167","107.938"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-01","4666.18","11878","3.2525","111.144"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-02","4665.69","11665","4.95417","112.342"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-03","4665.18","11445","5.37333","116.29"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-04","4664.65","11217","7.29625","122.246"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-05","4664.13","10997","10.5496","121.466"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-06","4663.63","10786","10.6392","117.018"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-07","4663.22","10614","19.3121","106.029"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-08","4662.84","10456","16.2617","95.92"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-09","4662.5","10316","21.3542","91.9375"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-10","4662.12","10159","11.7113","90.8654"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-11","4661.76","10012","12.6567","86.7692"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-12","4661.4","9866","12.8458","86.4542"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-13","4661.01","9708","6.93625","86.5946"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-14","4660.65","9564","14.4446","87.0446"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-15","4660.26","9408","7.76292","86.4129"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-16","4659.92","9272","14.5437","83.1104"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-17","4659.59","9142","12.11","77.6517"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-18","4659.31","9032","17.8108","73.2692"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-19","4658.99","8906","9.23708","72.7621"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-20","4658.72","8801","15.6675","68.605"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-21","4658.47","8704","15.0479","63.9521"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-22","4658.22","8607","14.725","63.6292"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-23","4657.95","8504","11.2137","63.1429"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-24","4657.69","8404","12.3325","62.7492"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-25","4657.41","8297","8.43917","62.385"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-26","4657.14","8195","11.5046","62.9296"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-27","4656.87","8093","13.9858","65.4108"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-28","4656.59","7987","11.5262","64.9679"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-29","4656.32","7886","13.6725","64.5933"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-30","4656.03","7778","13.5446","67.9946"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-07-31","4655.71","7660","15.2296","74.7213"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-01","4655.31","7513","7.33542","81.4479"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-02","4654.9","7363","11.9971","87.6221"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-03","4654.55","7236","22.6838","86.7129"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-04","4654.14","7088","13.8479","88.4646"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-05","4653.71","6934","12.8212","90.4629"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-06","4653.28","6781","12.4804","89.6179"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-07","4652.87","6637","15.8925","88.4925"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-08","4652.46","6493","14.7846","87.3846"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-09","4652.06","6354","16.0133","86.0925"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-10","4651.67","6220","16.3104","83.8688"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-11","4651.31","6096","18.1583","80.675"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-12","4650.94","5970","16.4525","79.9775"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-13","4650.56","5841","14.1","79.1375"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-14","4650.19","5716","15.2175","78.2383"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-15","4649.84","5598","16.1854","75.6771"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-16","4649.51","5488","14.1804","69.6387"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-17","4649.17","5375","16.2887","73.2596"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-18","4648.82","5259","12.6433","71.1267"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-19","4648.47","5143","12.7558","71.2392"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-20","4648.1","5022","14.6929","75.6971"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-21","4647.69","4889","14.0112","81.0654"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-22","4647.28","4756","13.1896","80.2438"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-23","4646.88","4628","15.1208","79.6542"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-24","4646.49","4503","16.1729","79.1937"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-25","4646.1","4379","15.9383","78.455"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-26","4645.74","4265","17.5387","75.0137"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-27","4645.41","4161","19.3171","71.7504"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-28","4645.06","4051","15.3996","70.8579"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-29","4644.77","3961","20.5025","65.8775"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-30","4644.67","3930","20.1146","35.7438"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-08-31","4644.55","3893","16.9142","35.5683"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-01","4644.44","3859","18.2858","35.4275"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-02","4644.27","3806","15.8171","42.5379"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-03","4643.99","3720","13.8417","57.2"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-04","4643.72","3637","17.1271","58.9729"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-05","4643.47","3561","19.3871","57.7038"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-06","4643.24","3491","21.29","56.5817"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-07","4643","3418","18.3846","55.1888"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-08","4642.77","3349","18.5796","53.3671"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-09","4642.53","3276","15.1929","51.9971"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-10","4642.29","3205","14.8092","50.605"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-11","4642.07","3139","16.3954","49.6704"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-12","4641.84","3071","14.1817","48.465"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-13","4641.63","3009","15.7329","46.9912"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-14","4641.47","2962","22.0304","45.7262"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-15","4641.32","2918","22.4638","44.6471"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-16","4641.43","2950","48.5596","32.4263"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-17","4641.48","2965","25.9767","18.4142"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-18","4641.52","2976","22.2079","16.6621"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-19","4641.59","2997","23.6208","13.0333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-20","4641.64","3012","20.5967","13.0342"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-21","4641.69","3026","20.0667","13.0083"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-22","4641.74","3041","20.5692","13.0067"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-23","4641.78","3053","19.0921","13.0421"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-24","4641.88","3083","22.7892","7.66417"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-25","4642.02","3124","20.7608","0.09"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-26","4642.13","3157","16.71","0.0725"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-27","4642.27","3199","21.2408","0.0658333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-28","4642.42","3243","22.2317","0.0483333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-29","4642.55","3282","19.7079","0.0454166"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-09-30","4642.69","3325","21.6879","0.00875"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-01","4642.82","3364","19.6425","-0.02"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-02","4642.95","3403","19.6696","0.0070833"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-03","4643.09","3445","21.1867","0.0116667"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-04","4643.23","3488","21.6821","0.0029167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-05","4643.35","3524","18.1325","-0.0175"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-06","4643.5","3570","23.2038","0.0120833"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-07","4643.62","3607","18.6617","0.0075"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-08","4643.75","3647","20.1758","0.0091667"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-09","4643.87","3683","18.1492","-0.0008333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-10","4643.98","3717","17.1471","0.0054166"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-11","4644.09","3751","17.1271","-0.0145833"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-12","4644.19","3782","15.6671","0.0379167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-13","4644.29","3812","15.1521","0.0270833"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-14","4644.46","3865","26.725","0.0041667"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-15","4644.62","3915","25.21","0.0016666"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-16","4644.79","3967","26.2254","0.00875"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-17","4644.97","4023","28.2617","0.0283333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-18","4645.17","4086","31.7608","-0.0016666"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-19","4645.36","4145","29.7517","0.0058334"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-20","4645.55","4205","30.3017","0.0516667"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-21","4645.74","4265","30.2879","0.0379167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-22","4645.91","4319","27.2596","0.0345833"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-23","4646.1","4379","30.3058","0.0558333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-24","4646.27","4433","27.2917","0.0666667"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-25","4646.44","4487","27.2488","0.02375"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-26","4646.62","4545","29.2058","-0.0358334"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-27","4646.78","4596","25.6783","-0.0341667"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-28","4646.95","4650","27.2038","-0.02125"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-29","4647.14","4711","30.7342","-0.02"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-30","4647.3","4763","26.1967","-0.02"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-10-31","4647.48","4821","29.2179","-0.02375"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-01","4647.65","4876","27.6967","-0.0325"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-02","4647.84","4938","31.2329","-0.0254167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-03","4648.03","4999","30.7337","-0.0204167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-04","4648.21","5058","29.7258","-0.02"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-05","4648.37","5111","26.7079","-0.0129167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-06","4648.54","5166","27.7171","-0.0120833"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-07","4648.7","5219","26.7104","-0.0104167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-08","4648.87","5275","28.2221","-0.01125"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-09","4649.05","5335","30.2383","-0.0116667"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-10","4649.22","5391","28.2225","-0.0108333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-11","4649.39","5448","28.7317","-0.0058334"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-12","4649.55","5501","26.7096","-0.01125"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-13","4649.71","5554","26.7121","-0.00875"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-14","4649.87","5608","27.2142","-0.0108333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-15","4650.04","5665","28.7275","-0.01"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-16","4650.18","5712","23.6825","-0.0133333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-17","4650.36","5773","30.7537","-0.0004167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-18","4650.54","5834","30.7525","-0.0016667"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-19","4650.73","5898","32.2635","-0.003125"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-20","4650.93","5966","34.2754","-0.0079167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-21","4651.11","6028","31.2567","-0.0016667"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-22","4651.29","6089","30.7537","-0.0004167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-23","4651.47","6151","31.2579","-0.0004167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-24","4651.65","6213","31.2579","-0.0004167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-25","4651.89","6296","41.8458","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-26","4652.06","6354","29.2417","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-27","4652.2","6403","24.7042","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-28","4652.39","6469","33.275","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-29","4652.54","6521","26.2192","0.0025"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-11-30","4652.72","6584","31.7633","0.0008333"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-01","4652.87","6637","26.7237","0.0029167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-02","4653.03","6693","28.2404","0.0070834"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-03","4653.21","6757","32.2696","0.0029167"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-04","4653.38","6817","30.2521","0.0020833"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-05","4653.55","6877","30.25","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-06","4653.71","6934","28.7375","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-07","4653.91","7006","36.3","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-08","4654.1","7074","34.2833","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-09","4654.29","7142","34.2833","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-10","4654.5","7218","38.3167","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-11","4654.68","7283","32.7708","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-12","4654.85","7345","31.2583","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-13","4655.02","7407","31.2583","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-14","4655.23","7483","38.3167","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-15","4655.4","7546","31.7625","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-16","4655.58","7612","33.275","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-17","4655.73","7667","27.7292","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-18","4655.9","7732","32.7708","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-19","4656.07","7793","30.7542","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-20","4656.25","7860","33.7792","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-21","4656.44","7931","35.7958","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-22","4656.72","8036","52.9375","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-23","4656.91","8108","36.3","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-24","4657.07","8168","30.25","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-25","4657.23","8229","30.7542","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-26","4657.35","8274","22.6875","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-27","4657.47","8320","23.1917","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-28","4657.63","8381","30.7542","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-29","4657.79","8442","30.7542","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-30","4657.95","8504","31.2583","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2015-12-31","4658.07","8550","23.1917","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-01","4658.21","8603","26.7208","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-02","4658.36","8661","29.2417","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-03","4658.51","8719","29.2417","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-04","4658.66","8778","29.7458","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-05","4658.82","8840","31.2583","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-06","4658.99","8906","33.275","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-07","4659.15","8969","31.7625","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-08","4659.3","9028","29.7458","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-09","4659.45","9087","29.7458","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-10","4659.6","9146","29.7458","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-11","4659.74","9201","27.7292","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-12","4659.86","9249","24.2","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-13","4660","9304","27.7292","0"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-14","4660.17","9372","37.7833","3.5"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-15","4660.34","9440","44.0833","9.8"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-16","4660.47","9491","41.6125","15.9"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-17","4660.54","9519","33.7167","19.6"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-18","4660.64","9560","45.9708","25.3"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-19","4660.68","9576","35.7667","27.7"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-20","4660.74","9600","43.6","31.5"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-21","4660.74","9600","31.5","31.5"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-22","4660.75","9604","34.1167","32.1"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-23","4660.77","9612","37.4333","33.4"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-24","4660.79","9620","38.7333","34.7"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-25","4660.79","9620","34.7","34.7"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-26","4660.79","9620","34.7","34.7"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-27","4660.78","9616","32.0833","34.1"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-28","4660.79","9620","36.7167","34.7"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-29","4660.84","9640","48.1833","38.1"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-30","4660.95","9684","67.9833","45.8"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-01-31","4660.93","9676","40.2667","44.3"
"Reservoir Elevation","Feet","Reservoir Storage","Acre feet","2016-02-01","4660.93","9676","44.3","44.3"
